,Unnamed: 0,source_text,target_text,generated
1738,22190,"Here everybody was noisy , every voice was loud ( excepting , perhaps , her mother 's , which resembled the soft monotony of Lady","Bertram 's , only worn into fretfulness ) .","'s ), and every word was quiet."
1739,15468,"The breakfast-room chimney smokes a little , I grant you , but it is only when the wind is due north and blows hard ,",which may not happen three times a winter ., that it is possible to get out.
1740,23921,"Mr. and Mrs. Darcy , he thought , might be interested to meet Mr. Yates , in view of their intended journey , as Mr. Yates would be able to give",them all information as to the state of the roads .," a speech at the end of it, and Mrs. Darcy would be "
1741,4988,"Martha and I made use of the very favorable state of yesterday for walking , to",pay our duty at Chiswell ., walk to the beach.
1742,14535,"Anne was now at hand to take up her own cause , and the sincerity of her manner being soon sufficient to convince him , where conviction was at least very agreeable , he had no farther scruples as to her being left to dine alone , though he still wanted her to join them in the evening , when the child might be at rest for the night , and kindly urged her to let him come and fetch her ,","but she was quite unpersuadable ; and this being the case , she had ere long the pleasure of seeing them set off together in high spirits ."," if she could, and if she could not, he would not hesitate"
1743,31079,"She thinks nobody equal to him. ” “ And I assure you , Mr. Weston , I have very little doubt that my",opinion will be decidedly in his favour .," friend, Miss Crawford, will never be without him."
1744,2793,Your Virtues my amiable Polydore ( addressing himself to my father ) yours Dear Claudia and yours my Charming Laura call on me to repose,"in you , my confidence. ” We bowed .", my ill-will upon you all.
1745,13620,"But his anger , I am persuaded , lasted no longer than he remained in any doubt",of your sister 's sentiments ., of his innocence. ''
1746,29156,"He was a married man , with only one living child , a girl , about Jane 's age : and Jane became their guest , paying them long visits and growing a favourite with all ; and before she was nine years old , his daughter 's great fondness for her , and his own wish of being a","real friend , united to produce an offer from Colonel Campbell of undertaking the whole charge of her education ."," girl, had made him a very happy and happy man, and he had"
1747,27485,"She was a great talker upon little matters , which exactly suited Mr. Woodhouse , full of",trivial communications and harmless gossip .," knowledge of the subject, and a very good listener."
1748,25599,"Having read it , he handed it back to her , saying gravely : `` What are you","going to do now , Elizabeth ?", doing? ''
1749,10282,"Do not be afraid of my running into any excess , of my encroaching on your",privilege of universal good will .," own property, my dear Miss Crawford."
1750,17911,"Such was the state of affairs in the month of July ; and Fanny had just reached her eighteenth year , when the society of the village received an addition in the brother and sister of Mrs. Grant , a Mr.","and Miss Crawford , the children of her mother by a second marriage ."," Grant, who had been in town for a year."
1751,28846,"If she has fancied otherwise , her own wishes have misled her , and I am very sorry -- extremely sorry -- But ,","Miss Smith , indeed ! -- Oh !", I am very much sorry for her behaviour.
1752,36886,"What I am now doing indeed , seems nothing at all , since it can advance him so little towards what must be his","principal , his only object of happiness ."," own best interest, that he is not going anywhere."
1753,26176,"I certainly feel more and more the advantages of such an alliance as this , on the worldly side , that is ; for their dispositions , I fancy that",of my old friend would suit me best . '', they may be more inclined to be acquitted. ''
